,1/length,ID,roe_kj/mol,smiles_monomer,smiles_polymer,source,one_hot_fp_dft,one_hot_fp_expt
307,0.7507507507507507,1066.0,1.590599001,C1=CCCC1,[*]CC=CCC[*],dft,1,0
308,0.7507507507507507,1079.0,5.189630304,O=C1SCCC(C)C1,[*]C(CC(C)CCS[*])=O,dft,1,0
309,0.7507507507507507,1080.0,15.72045307,O=C1SCCC(C)(C)C1,[*]C(CC(C)(C)CCS[*])=O,dft,1,0
310,0.7507507507507507,1083.0,3.412125761,O=C1SCCCC1C,O=C(C(C)CCC[*])S[*],dft,1,0
311,0.7507507507507507,1098.0,-11.944881,CC1(C)COC(=O)OC1,[*]CC(C)(C)COC(=O)O[*],dft,1,0
312,0.7507507507507507,1099.0,-3.6278476,CCC1(CC)COC(=O)OC1,[*]CC(CC)(CC)COC(=O)O[*],dft,1,0
313,0.7507507507507507,1100.0,-13.50563381,CC2(c1ccccc1)COC(=O)OC2,[*]CC(C)(COC(=O)O[*])c1ccccc1,dft,1,0
314,0.7507507507507507,1101.0,-0.585912777,CCC2(c1ccccc1)COC(=O)OC2,[*]CC(CC)(COC(=O)O[*])c1ccccc1,dft,1,0
315,0.7507507507507507,1114.0,9.656307991,S=C1SCCSC1C2=CC=CC=C2,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,dft,1,0
316,0.7507507507507507,1116.0,4.792565957,S=C1SCCSC1(C)C,[*]C(C(C)(C)SCCS[*])=S,dft,1,0
317,0.7507507507507507,1117.0,31.11589264,S=C(C(C)(C)S1)SC(C)(C)C1=S,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,dft,1,0
318,0.7507507507507507,1119.0,-11.41380236,S=C1SCCCO1,S=C([*])OCCCS[*],dft,1,0
319,0.7507507507507507,1120.0,-17.35509188,S=C1OCCCO1,S=C([*])OCCCO[*],dft,1,0
320,0.7507507507507507,1122.0,-22.0333417815854,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
321,0.7507507507507507,1123.0,-0.88264953006294,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
322,0.7507507507507507,1124.0,-11.0443063405055,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
323,0.7507507507507507,1125.0,-17.4081508481705,O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
324,0.7507507507507507,1126.0,-14.3432713196658,C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
325,0.7507507507507507,1127.0,-8.10870405403468,OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
326,0.6006006006006006,1.0,-15.02317308,CC1OCCOC1=O,[*]OCCOC(C)C([*])=O,dft,1,0
327,0.6006006006006006,4.0,5.92479787,CC1CCC(C(C)C)OC(=O)C1,[*]OC(CCC(C)CC([*])=O)C(C)C,dft,1,0
328,0.6006006006006006,6.0,-0.339636737,CC1CCOC(=O)C1,[*]OCCC(C)CC([*])=O,dft,1,0
329,0.6006006006006006,7.0,0.739760867,O=C1CCCO1,[*]OCCCC([*])=O,dft,1,0
330,0.6006006006006006,9.0,-16.31028882,CC1CCCC(=O)O1,[*]OC(C)CCCC([*])=O,dft,1,0
331,0.6006006006006006,15.0,0.281553899,O=C1COCCO1,[*]OCCOCC([*])=O,dft,1,0
332,0.6006006006006006,17.0,-15.81772788,O=C1CCCCO1,[*]OCCCCC([*])=O,dft,1,0
333,0.6006006006006006,42.0,-17.24872697,O=C1CCCCCN1,[*]NCCCCCC([*])=O,dft,1,0
334,0.6006006006006006,43.0,-8.608686401,O=C1CCCCCCN1,[*]NCCCCCCC([*])=O,dft,1,0
335,0.6006006006006006,44.0,-25.71595631,O=C1CCCCCCCN1,[*]NCCCCCCCC([*])=O,dft,1,0
336,0.6006006006006006,48.0,-12.95315483,O=C1CCCCCCCCCCCN1,[*]NCCCCCCCCCCCC([*])=O,dft,1,0
337,0.6006006006006006,49.0,-87.27074861,C1CC1,[*]CCC[*],dft,1,0
338,0.6006006006006006,50.0,-87.84665484,C1CO1,[*]CCO[*],dft,1,0
339,0.6006006006006006,51.0,-83.95694087,C1CCC1,[*]CCCC[*],dft,1,0
340,0.6006006006006006,52.0,-70.03088211,O=C1CCO1,[*]OCCC([*])=O,dft,1,0
341,0.6006006006006006,53.0,-7.780150848,C1CCCC1,[*]CCCCC[*],dft,1,0
342,0.6006006006006006,139.0,-4.767364529,S=C1SCCCC1,S=C([*])CCCCS[*],dft,1,0
343,0.6006006006006006,150.0,-0.116126573,S=C1OCCCC1,S=C([*])CCCCO[*],dft,1,0
344,0.6006006006006006,160.0,10.39476152,O=C1N([H])CCCC1,O=C([*])CCCCN[*],dft,1,0
345,0.6006006006006006,181.0,-21.18165286,O=C1OCCCO1,O=C([*])OCCCO[*],dft,1,0
346,0.6006006006006006,186.0,-16.58803255,O=C1NCCCO1,O=C([*])OCCCN[*],dft,1,0
347,0.6006006006006006,193.0,1.4560203,O=C1OCCSC1,O=C([*])CSCCO[*],dft,1,0
348,0.6006006006006006,232.0,9.037088134,S=C1SCCSC1,S=C([*])CSCCS[*],dft,1,0
349,0.6006006006006006,315.0,-5.636,O=C1SCCCC1(C)C,O=C([*])C(C)(C)CCCS[*],dft,1,0
350,0.6006006006006006,365.0,0.701729401,O=C1SCCSC1,O=C([*])CSCCS[*],dft,1,0
351,0.6006006006006006,787.0,-6.071564212,O=C1CCCCS1,[*]CCCCC(=O)S[*],dft,1,0
352,0.6006006006006006,986.0,5.309380425,C1CCOC1,[*]CCCCO[*],dft,1,0
353,0.6006006006006006,988.0,-15.6907,O=C1NCCCO1,[*]OCCCNC([*])=O,dft,1,0
354,0.6006006006006006,993.0,10.08117315,C1CCCCC1,[*]CCCCCC[*],dft,1,0
355,0.6006006006006006,994.0,-15.46561841,C1CCCCCC1,[*]CCCCCCC[*],dft,1,0
356,0.6006006006006006,995.0,-19.29645588,C1CCCCCCC1,[*]CCCCCCCC[*],dft,1,0
357,0.6006006006006006,1002.0,-7.348657438,C1=CCCC1,[*]CCCCC=[*],dft,1,0
358,0.6006006006006006,1003.0,-15.09010852,O=S1(=O)CCCO1,[*]CCCS(=O)(=O)O[*],dft,1,0
359,0.6006006006006006,1029.0,3.8842,CC1CCOC1,[*]OCC(C)CC[*],dft,1,0
360,0.6006006006006006,1034.0,-74.97073132,CC1CC1,[*]CC(C)C[*],dft,1,0
361,0.6006006006006006,1035.0,-74.44854241,CC1CCC1,[*]CCC(C)C[*],dft,1,0
362,0.6006006006006006,1036.0,0.58801081,CC1CCCC1,[*]CCCC(C)C[*],dft,1,0
363,0.6006006006006006,1037.0,21.0243825,CC1CCCCC1,[*]CC(C)CCCC[*],dft,1,0
364,0.6006006006006006,1038.0,-63.5806,CC1(C)CC1,[*]CC(C)(C)C[*],dft,1,0
365,0.6006006006006006,1041.0,30.32821801,CC1(C)CCCCC1,[*]CC(C)(CCCC[*])C,dft,1,0
366,0.6006006006006006,1043.0,-15.8349,S=C1CCCCCO1,[*]CCCCCC(=S)O[*],dft,1,0
367,0.6006006006006006,1044.0,-12.13888838,O=C1OCCCCCC1,O=C(CCCCCCO[*])[*],dft,1,0
368,0.6006006006006006,1048.0,-9.370968395,CC1(C)SCCSC1=O,[*]CCSC(C)(C)C(=O)S[*],dft,1,0
369,0.6006006006006006,1049.0,0.032691729,CC1SCCSC1=O,[*]CCSC(C)C(=O)S[*],dft,1,0
370,0.6006006006006006,1050.0,-18.32158566,CC1CCCOC1=O,[*]OCCCC(C)C([*])=O,dft,1,0
371,0.6006006006006006,1051.0,4.474823968,CC1CCC(=O)OC1,[*]OCC(C)CCC([*])=O,dft,1,0
372,0.6006006006006006,1052.0,-4.63749208,CCC1CCCC(=O)O1,[*]OC(CC)CCCC([*])=O,dft,1,0
373,0.6006006006006006,1053.0,-8.390863706,CCCC1CCCC(=O)O1,[*]OC(CCC)CCCC([*])=O,dft,1,0
374,0.6006006006006006,1054.0,-7.670817671,CCCCC1CCCC(=O)O1,[*]OC(CCCC)CCCC([*])=O,dft,1,0
375,0.6006006006006006,1056.0,-5.588192456,CCCCCCC1CCCC(=O)O1,[*]OC(CCCCCC)CCCC([*])=O,dft,1,0
376,0.6006006006006006,1057.0,-0.0676,CCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCC)CCCC([*])=O,dft,1,0
377,0.6006006006006006,1058.0,-22.28829159,CCCCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCCCC)CCCC([*])=O,dft,1,0
378,0.6006006006006006,1060.0,-7.431898595,C=C1CCOC1=O,[*]OCCC(=C)C([*])=O,dft,1,0
379,0.6006006006006006,1066.0,-2.60180517,C1=CCCC1,[*]CC=CCC[*],dft,1,0
380,0.6006006006006006,1079.0,16.43839939,O=C1SCCC(C)C1,[*]C(CC(C)CCS[*])=O,dft,1,0
381,0.6006006006006006,1080.0,8.952490205,O=C1SCCC(C)(C)C1,[*]C(CC(C)(C)CCS[*])=O,dft,1,0
382,0.6006006006006006,1098.0,-10.98929443,CC1(C)COC(=O)OC1,[*]CC(C)(C)COC(=O)O[*],dft,1,0
383,0.6006006006006006,1099.0,-6.5224068,CCC1(CC)COC(=O)OC1,[*]CC(CC)(CC)COC(=O)O[*],dft,1,0
384,0.6006006006006006,1100.0,-18.69021919,CC2(c1ccccc1)COC(=O)OC2,[*]CC(C)(COC(=O)O[*])c1ccccc1,dft,1,0
385,0.6006006006006006,1101.0,-3.105008474,CCC2(c1ccccc1)COC(=O)OC2,[*]CC(CC)(COC(=O)O[*])c1ccccc1,dft,1,0
386,0.6006006006006006,1103.0,3.31476191,O=C1SCCSC1C2=CC=CC=C2,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,dft,1,0
387,0.6006006006006006,1114.0,2.903066955,S=C1SCCSC1C2=CC=CC=C2,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,dft,1,0
388,0.6006006006006006,1115.0,1.6094,S=C1SCCSC1C,[*]C(C(C)SCCS[*])=S,dft,1,0
389,0.6006006006006006,1116.0,5.188852776,S=C1SCCSC1(C)C,[*]C(C(C)(C)SCCS[*])=S,dft,1,0
390,0.6006006006006006,1117.0,37.54123923,S=C(C(C)(C)S1)SC(C)(C)C1=S,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,dft,1,0
391,0.6006006006006006,1119.0,-11.04212546,S=C1SCCCO1,S=C([*])OCCCS[*],dft,1,0
392,0.6006006006006006,1120.0,-14.87998212,S=C1OCCCO1,S=C([*])OCCCO[*],dft,1,0
393,0.6006006006006006,1122.0,-17.7599231448557,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
394,0.6006006006006006,1123.0,-13.6808791729344,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
395,0.6006006006006006,1124.0,-3.05342600160114,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
396,0.6006006006006006,1125.0,-10.3274801004166,O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
397,0.6006006006006006,1126.0,-8.15245644508275,C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
398,0.6006006006006006,1127.0,-5.21061737955259,OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
399,0.5015015015015015,4.0,4.540847171,CC1CCC(C(C)C)OC(=O)C1,[*]OC(CCC(C)CC([*])=O)C(C)C,dft,1,0
400,0.5015015015015015,6.0,-1.982656629,CC1CCOC(=O)C1,[*]OCCC(C)CC([*])=O,dft,1,0
401,0.5015015015015015,9.0,-14.40586034,CC1CCCC(=O)O1,[*]OC(C)CCCC([*])=O,dft,1,0
402,0.5015015015015015,12.0,-6.288428231,CCCCCC1CCCC(=O)O1,[*]OC(CCCCC)CCCC([*])=O,dft,1,0
403,0.5015015015015015,17.0,-12.84841687,O=C1CCCCO1,[*]OCCCCC([*])=O,dft,1,0
404,0.5015015015015015,42.0,-19.18464135,O=C1CCCCCN1,[*]NCCCCCC([*])=O,dft,1,0
405,0.5015015015015015,43.0,-12.85395421,O=C1CCCCCCN1,[*]NCCCCCCC([*])=O,dft,1,0
406,0.5015015015015015,44.0,-26.13836047,O=C1CCCCCCCN1,[*]NCCCCCCCC([*])=O,dft,1,0
407,0.5015015015015015,48.0,-7.351936979,O=C1CCCCCCCCCCCN1,[*]NCCCCCCCCCCCC([*])=O,dft,1,0
408,0.5015015015015015,49.0,-88.76884186,C1CC1,[*]CCC[*],dft,1,0
409,0.5015015015015015,50.0,-87.92363497,C1CO1,[*]CCO[*],dft,1,0
410,0.5015015015015015,51.0,-85.23316677,C1CCC1,[*]CCCC[*],dft,1,0
411,0.5015015015015015,52.0,-70.97096181,O=C1CCO1,[*]OCCC([*])=O,dft,1,0
412,0.5015015015015015,53.0,-9.683952182,C1CCCC1,[*]CCCCC[*],dft,1,0
413,0.5015015015015015,139.0,-2.924421561,S=C1SCCCC1,S=C([*])CCCCS[*],dft,1,0
414,0.5015015015015015,150.0,-15.43978118,S=C1OCCCC1,S=C([*])CCCCO[*],dft,1,0
415,0.5015015015015015,181.0,-22.76343995,O=C1OCCCO1,O=C([*])OCCCO[*],dft,1,0
416,0.5015015015015015,186.0,-16.95073881,O=C1NCCCO1,O=C([*])OCCCN[*],dft,1,0
417,0.5015015015015015,193.0,-7.931385457,O=C1OCCSC1,O=C([*])CSCCO[*],dft,1,0
418,0.5015015015015015,232.0,3.894224371,S=C1SCCSC1,S=C([*])CSCCS[*],dft,1,0
419,0.5015015015015015,315.0,-2.77,O=C1SCCCC1(C)C,O=C([*])C(C)(C)CCCS[*],dft,1,0
420,0.5015015015015015,365.0,-1.308581357,O=C1SCCSC1,O=C([*])CSCCS[*],dft,1,0
421,0.5015015015015015,787.0,5.38139467,O=C1CCCCS1,[*]CCCCC(=O)S[*],dft,1,0
422,0.5015015015015015,988.0,-13.64087459,O=C1NCCCO1,[*]OCCCNC([*])=O,dft,1,0
423,0.5015015015015015,993.0,10.66282005,C1CCCCC1,[*]CCCCCC[*],dft,1,0
424,0.5015015015015015,994.0,-11.62848801,C1CCCCCC1,[*]CCCCCCC[*],dft,1,0
425,0.5015015015015015,995.0,-22.18322819,C1CCCCCCC1,[*]CCCCCCCC[*],dft,1,0
426,0.5015015015015015,1029.0,4.6463,CC1CCOC1,[*]OCC(C)CC[*],dft,1,0
427,0.5015015015015015,1034.0,-75.04097115,CC1CC1,[*]CC(C)C[*],dft,1,0
428,0.5015015015015015,1036.0,0.148490862,CC1CCCC1,[*]CCCC(C)C[*],dft,1,0
429,0.5015015015015015,1037.0,16.43571287,CC1CCCCC1,[*]CC(C)CCCC[*],dft,1,0
430,0.5015015015015015,1038.0,-64.8374,CC1(C)CC1,[*]CC(C)(C)C[*],dft,1,0
431,0.5015015015015015,1040.0,7.912484867,CC1(C)CCCC1,[*]CC(C)(C)CCC[*],dft,1,0
432,0.5015015015015015,1041.0,28.56173798,CC1(C)CCCCC1,[*]CC(C)(CCCC[*])C,dft,1,0
433,0.5015015015015015,1043.0,-5.972706599,S=C1CCCCCO1,[*]CCCCCC(=S)O[*],dft,1,0
434,0.5015015015015015,1050.0,-18.44398124,CC1CCCOC1=O,[*]OCCCC(C)C([*])=O,dft,1,0
435,0.5015015015015015,1052.0,-5.354062626,CCC1CCCC(=O)O1,[*]OC(CC)CCCC([*])=O,dft,1,0
436,0.5015015015015015,1053.0,-1.615599348,CCCC1CCCC(=O)O1,[*]OC(CCC)CCCC([*])=O,dft,1,0
437,0.5015015015015015,1054.0,-10.69866635,CCCCC1CCCC(=O)O1,[*]OC(CCCC)CCCC([*])=O,dft,1,0
438,0.5015015015015015,1057.0,-0.09238,CCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCC)CCCC([*])=O,dft,1,0
439,0.5015015015015015,1058.0,-16.09295995,CCCCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCCCC)CCCC([*])=O,dft,1,0
440,0.5015015015015015,1060.0,-6.468975756,C=C1CCOC1=O,[*]OCCC(=C)C([*])=O,dft,1,0
441,0.5015015015015015,1066.0,-6.270675652,C1=CCCC1,[*]CC=CCC[*],dft,1,0
442,0.5015015015015015,1079.0,7.889116163,O=C1SCCC(C)C1,[*]C(CC(C)CCS[*])=O,dft,1,0
443,0.5015015015015015,1080.0,8.481982121,O=C1SCCC(C)(C)C1,[*]C(CC(C)(C)CCS[*])=O,dft,1,0
444,0.5015015015015015,1098.0,-10.78096692,CC1(C)COC(=O)OC1,[*]CC(C)(C)COC(=O)O[*],dft,1,0
445,0.5015015015015015,1099.0,-7.94845963,CCC1(CC)COC(=O)OC1,[*]CC(CC)(CC)COC(=O)O[*],dft,1,0
446,0.5015015015015015,1100.0,-11.592997,CC2(c1ccccc1)COC(=O)OC2,[*]CC(C)(COC(=O)O[*])c1ccccc1,dft,1,0
447,0.5015015015015015,1101.0,1.619230023,CCC2(c1ccccc1)COC(=O)OC2,[*]CC(CC)(COC(=O)O[*])c1ccccc1,dft,1,0
448,0.5015015015015015,1114.0,20.73346192,S=C1SCCSC1C2=CC=CC=C2,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,dft,1,0
449,0.5015015015015015,1116.0,14.59259161,S=C1SCCSC1(C)C,[*]C(C(C)(C)SCCS[*])=S,dft,1,0
450,0.5015015015015015,1117.0,49.12576204,S=C(C(C)(C)S1)SC(C)(C)C1=S,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,dft,1,0
451,0.5015015015015015,1119.0,-2.342048508,S=C1SCCCO1,S=C([*])OCCCS[*],dft,1,0
452,0.5015015015015015,1120.0,-14.22822233,S=C1OCCCO1,S=C([*])OCCCO[*],dft,1,0
453,0.5015015015015015,1122.0,-15.2025384449133,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
454,0.5015015015015015,1123.0,6.48318551108661,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
455,0.5015015015015015,1124.0,-1.74142179915695,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,dft,1,0
456,0.5015015015015015,1125.0,-17.3091453174582,O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
457,0.5015015015015015,1126.0,-5.55492281260562,C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
458,0.5015015015015015,1127.0,4.53998988760128,OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],dft,1,0
